latitude,longitude
12.9179074,77.6306459
12.9178853,77.6306459
12.9179074,77.6306459
12.9178841,77.6319886
12.9179299,77.6319729
12.9174355,77.6318542
12.9179074,77.6306459
12.9178962,77.6306544
12.91764,77.6326708
12.9178904,77.6305228
12.919018,77.6319548
12.919018,77.6319548
12.9186136,77.6308808
12.9180797,77.6319437
12.9178962,77.6306544
12.9180304,77.6320667
12.9180167,77.6320108
12.9179052,77.6306011
12.917947,77.6306782
12.9179526,77.6306682
12.9180093,77.6318542
12.9180851,77.6320555
12.9176571,77.6330288
12.9176571,77.6330288
12.9186136,77.6308808
12.9186136,77.6308808
12.9170023,77.6341029
12.8865459,77.6247666
12.9162107,77.6323128
12.9186136,77.6308808
12.9159369,77.6265845
12.9159369,77.6265845
12.9159369,77.6265845
12.9223091,77.6269425
12.9514025,77.5416999
12.9180776,77.6318989
12.9180324,77.6318765
12.9179526,77.6306682
12.9179736,77.6306459
12.9179284,77.6306235
12.9179642,77.6306794
12.9179947,77.6320108
12.9181029,77.631966
12.9180797,77.6319437
12.9122768,77.6377276
12.9179642,77.6306794
12.9179642,77.6306794
12.9179537,77.6306906
12.9179863,77.6320667
12.9180283,77.632022
12.9180555,77.6318989
12.9179352,77.6319739
12.9179537,77.6306906
12.918126,77.6319884
12.9177942,77.6310486
12.9219731,77.6273006
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9178906,77.6319938
12.9179527,77.6320555
12.917982,77.6319772
12.9179064,77.6319501
12.9179294,77.6306459
12.917947,77.6306782
12.917947,77.6306782
12.9179526,77.6306682
12.9179526,77.6306682
12.917947,77.6306782
12.9176571,77.6330288
12.9178906,77.6319938
12.9181292,77.6320555
12.9179526,77.6306682
12.917941,77.6306571
12.917947,77.6306782
12.917947,77.6306782
12.9179526,77.6306682
12.9180345,77.6319213
12.917947,77.6306782
12.9180324,77.6318765
12.9179294,77.6306459
12.91792,77.6306794
12.9179305,77.6306682
12.917941,77.6306571
12.9179526,77.6306682
12.91764,77.6326708
12.9180639,77.631843
12.9179883,77.6318765
12.9179526,77.6306682
12.9177352,77.6321227
12.9179352,77.6319739
12.9179642,77.6306794
12.9179537,77.6306906
12.917947,77.6306782
12.9180609,77.6320108
12.9179526,77.6306682
12.9179694,77.6319437
12.917947,77.6306782
12.9179515,77.6306459
12.917947,77.6306782
12.9180135,77.6319437
12.9182185,77.6320779
12.9179412,77.6320647
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179515,77.6306459
12.9180356,77.6319437
12.91764,77.6326708
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.91764,77.6326708
12.91764,77.6326708
12.91764,77.6326708
12.9182742,77.6324315
12.9179642,77.6306794
12.9179526,77.6306682
12.9179747,77.6306682
12.9179747,77.6306682
12.9180545,77.6318765
12.917921,77.6318542
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179515,77.6306459
12.9179714,77.6306011
12.9179559,77.6321227
12.9180178,77.6320332
12.9179515,77.6306459
12.917569,77.6318765
12.919538,77.6490822
12.9180356,77.6319437
12.917957,77.6321451
12.9179085,77.6320555
12.9179305,77.6306682
12.9179305,77.6306682
12.9179526,77.6306682
12.9180135,77.6319437
12.9179526,77.6306682
12.9179737,77.6320332
12.9180011,77.6321451
12.9179515,77.6306459
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179504,77.6306235
12.918105,77.6320108
12.9179463,77.6319213
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9180598,77.6319884
12.9180851,77.6320555
12.91764,77.6326708
12.91764,77.6326708
12.91764,77.6326708
12.91764,77.6326708
12.91764,77.6326708
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.91764,77.6326708
12.91629,77.6265845
12.91764,77.6326708
12.91764,77.6326708
12.91629,77.6265845
12.91764,77.6326708
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9178737,77.6306347
12.9178962,77.6306544
12.9180052,77.6319996
12.9179842,77.632022
12.9180167,77.6320108
12.736225,77.8250079
12.7197149,77.8711423
12.3088581,78.4898565
12.3045932,78.7937331
12.2506567,79.0689087
12.9180009,77.6319101
12.9183813,77.6321984
12.9179799,77.6319325
12.9179988,77.6303548
12.9180609,77.6320108
12.9179893,77.6318989
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9180872,77.6321003
12.9178853,77.6306459
12.9180262,77.6319772
12.9179693,77.6318856
12.9178853,77.6306459
12.9178853,77.6306459
12.9179074,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9179411,77.6320775
12.9179957,77.6320332
12.9179085,77.6306682
12.9179677,77.6319374
12.9179984,77.6319599
12.917999,77.6319606
12.9179801,77.6319852
12.9179801,77.6319852
12.9163129,77.6313627
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9172983,77.6356561
12.9180474,77.6319599
12.9179926,77.631984
12.9180404,77.6319699
12.9179793,77.6319455
12.9179793,77.6319455
12.9178365,77.6306066
12.9179449,77.6318824
12.9179673,77.6319405
12.9180349,77.6319034
12.9180067,77.6310981
12.9179947,77.6319554
12.9179328,77.631884
12.9177782,77.6308788
12.9177782,77.6308788
12.9177782,77.6308788
12.9177782,77.6308788
12.9177782,77.6308788
12.9180478,77.6319415
12.5103893,77.6347176
12.5103893,77.6347176
12.9179785,77.6319252
12.91769,77.6304572
12.9180017,77.6319636
12.9180727,77.6319483
12.9179135,77.6319684
12.9180663,77.6319241
12.9179751,77.6318303
12.9179751,77.6318303
12.9179751,77.6318303
12.9179751,77.6318303
12.9179179,77.6306347
12.9179505,77.6320108
12.9178841,77.6319886
12.9179074,77.6306459
12.9178962,77.6306544
12.9180146,77.631966
12.9179074,77.6306459
12.917957,77.6321451
12.9178841,77.6319886
12.9179441,77.6318765
12.9178962,77.6306544
12.9179883,77.6318765
12.9178904,77.6305228
12.9162278,77.6326708
12.917976,77.6323128
12.9180335,77.6318989
12.9179682,77.630534
12.9179074,77.6306459
12.9179074,77.6306459
12.9179179,77.6306347
12.9179495,77.6319884
12.9179273,77.6306011
12.9178906,77.6319938
12.9183499,77.6320555
12.917947,77.6306782
12.9180198,77.631843
12.9179735,77.6317982
12.9176571,77.6330288
12.9223091,77.6269425
12.9223091,77.6269425
12.9227649,77.6290907
12.9227649,77.6290907
12.9176571,77.6330288
12.9162107,77.6323128
12.9162107,77.6323128
12.9223091,77.6269425
12.9223091,77.6269425
12.9223091,77.6269425
12.9176571,77.6330288
12.8852088,77.6262265
12.9068607,77.6287327
12.8940099,77.622911
12.9159369,77.6265845
12.9516691,77.5399084
12.9521777,77.5431331
12.9543307,77.5438496
12.9179526,77.6306682
12.9179284,77.6306235
12.9179736,77.6306459
12.9180577,77.6319437
12.9179526,77.6306682
12.9179294,77.6306459
12.9179642,77.6306794
12.917941,77.6306571
12.9179642,77.6306794
12.9179642,77.6306794
12.9179642,77.6306794
12.917947,77.6306782
12.9180326,77.6321115
12.9179736,77.6306459
12.9179526,77.6306682
12.9179537,77.6306906
12.9179316,77.6306906
12.9179642,77.6306794
12.917947,77.6306782
12.9179747,77.6306682
12.9178854,77.6320332
12.9179715,77.6319884
12.9179747,77.6320555
12.917941,77.6306571
12.9179779,77.6321227
12.9179758,77.6320779
12.91794,77.632022
12.9180377,77.6319884
12.9180915,77.6321898
12.9180502,77.6319858
12.917947,77.6306782
12.9179957,77.6320332
12.9180262,77.6319772
12.9179526,77.6306682
12.9180221,77.6321227
12.917898,77.6320667
12.917947,77.6306782
12.9179526,77.6306682
12.9169852,77.6337449
12.918312,77.6319549
12.9183751,77.6321227
12.9180356,77.6319437
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.917941,77.6306571
12.917947,77.6306782
12.917947,77.6306782
12.9180219,77.6318877
12.9180367,77.631966
12.9178895,77.6318877
12.917941,77.6306571
12.9179526,77.6306682
12.9179294,77.6306459
12.9180262,77.6319772
12.9179188,77.6318094
12.9179352,77.6319739
12.9179747,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9181103,77.6321227
12.9180975,77.6318542
12.9179526,77.6306682
12.9179526,77.6306682
12.9179515,77.6306459
12.917947,77.6306782
12.917947,77.6306782
12.9180178,77.6320332
12.9180335,77.6318989
12.9180673,77.6321451
12.91794,77.632022
12.9180861,77.6320779
12.9179884,77.6321115
12.9179642,77.6306794
12.9180787,77.6319213
12.9180157,77.6319884
12.9180703,77.6319772
12.9181459,77.6319437
12.91764,77.6326708
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.91764,77.6326708
12.9178904,77.6305228
12.91764,77.6326708
12.9169852,77.6337449
12.9162107,77.6323128
12.9169852,77.6337449
12.9179305,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.917941,77.6306571
12.9179526,77.6306682
12.9180304,77.6320667
12.9184881,77.6320865
12.9179747,77.6306682
12.9180135,77.6319437
12.9180367,77.631966
12.9179526,77.6306682
12.9179526,77.6306682
12.9179747,77.6306682
12.9179725,77.6306235
12.9179212,77.6320891
12.9178359,77.6319213
12.9180094,77.6320891
12.9180093,77.6318542
12.917962,77.6306347
12.9180399,77.6320332
12.9178359,77.6319213
12.9178286,77.6319996
12.9179526,77.6306682
12.9181459,77.6319437
12.9179526,77.6306682
12.9179515,77.6306459
12.9178488,77.6321898
12.9181102,77.6318877
12.9179526,77.6306682
12.917947,77.6306782
12.9180587,77.631966
12.9179526,77.6306682
12.917947,77.6306782
12.918105,77.6320108
12.918105,77.6320108
12.9179526,77.6306682
12.9179305,77.6306682
12.9179526,77.6306682
12.9179872,77.6318542
12.9179694,77.6319437
12.91764,77.6326708
12.9162107,77.6323128
12.9182948,77.6315968
12.91629,77.6265845
12.91764,77.6326708
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.9162107,77.6323128
12.91764,77.6326708
12.9179588,77.6319548
12.9169852,77.6337449
12.91764,77.6326708
12.91764,77.6326708
12.91764,77.6326708
12.91629,77.6265845
12.91629,77.6265845
12.91629,77.6265845
12.91629,77.6265845
12.91629,77.6265845
12.9186136,77.6308808
12.91764,77.6326708
12.91764,77.6326708
12.9169852,77.6337449
12.9178904,77.6305228
12.9169852,77.6337449
12.9179063,77.6306235
12.9178962,77.6306544
12.9179883,77.6318765
12.8054894,77.6998746
12.4318605,78.3651008
12.3045932,78.7937331
12.3045932,78.7937331
12.2265806,79.0662489
12.231526,79.0699083
13.0573627,80.2648162
12.9181007,77.6319213
12.9180559,77.630344
12.9179903,77.630534
12.9180429,77.6318654
12.9178455,77.6307354
12.9180167,77.6320108
12.9180819,77.6319884
12.9180802,77.6319168
12.9180052,77.6319996
12.9178853,77.6306459
12.9179074,77.6306459
12.9179525,77.6319307
12.917992,77.6320964
12.9178853,77.6306459
12.9181239,77.6319437
12.9179087,77.6322905
12.917921,77.6318542
12.9178853,77.6306459
12.9179074,77.6306459
12.9179179,77.6306347
12.9178864,77.6306682
12.9179284,77.6306235
12.9179947,77.6320108
12.8069684,77.8442468
12.9179801,77.6319852
12.9179801,77.6319852
12.9179801,77.6319852
12.9179801,77.6319852
12.9179801,77.6319852
12.9179801,77.6319852
12.9179879,77.6319188
12.9180837,77.6318904
12.9163129,77.6313627
12.9163129,77.6313627
12.9180007,77.6319301
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9180009,77.6319326
12.9172983,77.6356561
12.9173082,77.6321749
12.9089448,77.6509713
12.9185643,77.6326863
12.9185643,77.6326863
12.9178365,77.6306066
12.9178365,77.6306066
12.9178365,77.6306066
12.9178365,77.6306066
12.9180053,77.6320048
12.9179703,77.6319907
12.9177962,77.6322295
12.9179334,77.6318866
12.9177782,77.6308788
12.9180457,77.6319553
12.9180692,77.6319364
12.9178603,77.6306964
12.9178603,77.6306964
12.9178603,77.6306964
12.918028,77.6319259
12.9179785,77.6319252
12.9179785,77.6319252
12.91769,77.6304572
12.91769,77.6304572
12.91769,77.6304572
12.9180011,77.6319643
12.9180011,77.6319643
12.9180011,77.6319643
12.9179832,77.6319294
12.9179695,77.6319165
12.9179026,77.630564
12.9201786,77.6252611
12.9180663,77.6319241
12.9180663,77.6319241
12.9180157,77.6319688
12.9180345,77.6319213
12.9178853,77.6306459
12.9182511,77.6320667
12.9178853,77.6306459
12.9179074,77.6306459
12.9178962,77.6306544
12.9178841,77.6319886
12.9162278,77.6326708
12.91764,77.6326708
12.9179903,77.630534
12.9181166,77.632022
12.9179299,77.6319729
12.9179074,77.6306459
12.9178515,77.6306565
12.917947,77.6306782
12.917947,77.6306782
12.917947,77.6306782
12.9179642,77.6306794
12.9180851,77.6320555
12.9176571,77.6330288
12.9227649,77.6290907
12.9182093,77.6298067
12.9186136,77.6308808
12.9227649,77.6290907
12.9176571,77.6330288
12.9162107,77.6323128
12.9223091,77.6269425
12.9186136,77.6308808
12.9223091,77.6269425
12.9223091,77.6269425
12.9223091,77.6269425
12.9162107,77.6323128
12.9176571,77.6330288
12.9176571,77.6330288
12.9176571,77.6330288
12.8852088,77.6262265
12.9186136,77.6308808
12.9159369,77.6265845
12.9543307,77.5438496
12.917962,77.6306347
12.9179642,77.6306794
12.9181239,77.6319437
12.9179516,77.6320332
12.9181303,77.6320779
12.9180388,77.6320108
12.9171145,77.635065
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179642,77.6306794
12.918084,77.6320332
12.9180011,77.6321451
12.9180011,77.6321451
12.9179064,77.6319501
12.9179107,77.6321003
12.9179642,77.6306794
12.9178906,77.6319938
12.9178644,77.6320555
12.9180221,77.6321227
12.9178906,77.6319938
12.9179779,77.6321227
12.9178168,77.6303662
12.9179526,77.6306682
12.9180409,77.6320555
12.9179318,77.6317554
12.9180409,77.6320555
12.9179957,77.6320332
12.9180367,77.631966
12.9179642,77.6306794
12.9179537,77.6306906
12.9179537,77.6306906
12.916807,77.6316304
12.9180167,77.6320108
12.917947,77.6306782
12.917947,77.6306782
12.9178822,77.631966
12.9179473,77.6319437
12.9179673,77.6318989
12.9162107,77.6323128
12.9179968,77.6320555
12.9180071,77.6318094
12.9179893,77.6318989
12.9179431,77.6318542
12.9179526,77.6306682
12.9180312,77.6304669
12.9179704,77.6305787
12.9179515,77.6306459
12.917947,77.6306782
12.917728,77.6310486
12.9180146,77.631966
12.9179526,77.6306682
12.9180221,77.6321227
12.9179559,77.6321227
12.9179904,77.6319213
12.917947,77.6306782
12.9179179,77.6306347
12.9179294,77.6306459
12.9179294,77.6306459
12.917941,77.6306571
12.918387,77.6312165
12.9180093,77.6318542
12.9179526,77.6306682
12.9179526,77.6306682
12.9178633,77.6320332
12.9178687,77.6321451
12.917947,77.6306782
12.917947,77.6306782
12.917947,77.6306782
12.9179642,77.6306794
12.9179642,77.6306794
12.9179526,77.6306682
12.9178055,77.6319772
12.9180577,77.6319437
12.918063,77.6320555
12.9182185,77.6320779
12.9179305,77.6306682
12.9179515,77.6306459
12.917947,77.6306782
12.917947,77.6306782
12.9180829,77.6320108
12.9181187,77.6320667
12.9180829,77.6320108
12.9182711,77.6320697
12.9179526,77.6306682
12.9180377,77.6319884
12.9180283,77.632022
12.9180682,77.6319325
12.9179642,77.6306794
12.9180326,77.6321115
12.9169852,77.6337449
12.9178904,77.6305228
12.9178904,77.6305228
12.9162107,77.6323128
12.9169852,77.6337449
12.9179526,77.6306682
12.917947,77.6306782
12.9179526,77.6306682
12.9179526,77.6306682
12.9179118,77.6321227
12.9178747,77.6318094
12.9180103,77.6318765
12.9179526,77.6306682
12.9177519,77.6320108
12.917947,77.6306782
12.917947,77.6306782
12.9179526,77.6306682
12.9182395,77.6320555
12.917941,77.6306571
12.917921,77.6318542
12.9179305,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179515,77.6306459
12.9179747,77.6306682
12.918105,77.6320108
12.918084,77.6320332
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179294,77.6306459
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9180577,77.6319437
12.9179936,77.6319884
12.9162107,77.6323128
12.9178904,77.6305228
12.9178904,77.6305228
12.9178904,77.6305228
12.91764,77.6326708
12.9178904,77.6305228
12.91629,77.6265845
12.91629,77.6265845
12.9178904,77.6305228
12.9178904,77.6305228
12.9179588,77.6319548
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.7197149,77.8711423
12.893145,77.615098
12.4318605,78.3651008
12.2301609,79.0691739
12.250411,79.0692701
12.9180724,77.632022
12.9180598,77.6319884
12.9179872,77.6318542
12.9180577,77.6319437
12.9178853,77.6306459
12.9180934,77.6319996
12.9179979,77.6320779
12.9180377,77.6319884
12.918024,77.6319325
12.9178853,77.6306459
12.9178853,77.6306459
12.9179074,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9178853,77.6306459
12.9154534,77.6364746
12.9178853,77.6306459
12.9178853,77.6306459
12.9188086,77.6314962
12.9180324,77.6318765
12.9179074,77.6306459
12.9179074,77.6306459
12.9179043,77.631966
12.918044,77.631975
12.917944,77.6319246
12.9179801,77.6319852
12.9179801,77.6319852
12.9179801,77.6319852
12.9179801,77.6319852
12.9178693,77.6306611
12.9163129,77.6313627
12.9179839,77.6319287
12.9179474,77.6319792
12.9179793,77.6319455
12.9179793,77.6319455
12.9178365,77.6306066
12.9178365,77.6306066
12.9179421,77.6318835
12.9179863,77.6319276
12.9180067,77.6310981
12.9177782,77.6308788
12.9180387,77.6319457
12.9180386,77.6319457
12.9179706,77.6319629
12.9178603,77.6306964
12.91769,77.6304572
12.91769,77.6304572
12.9180492,77.6318956
12.9180718,77.6319476
12.9180696,77.6319509
12.9179455,77.6319711
12.9176665,77.6318157
12.9180663,77.6319241
12.9180663,77.6319241
12.9180663,77.6319241
12.9184618,77.6321224
12.9184618,77.6321224
12.9180178,77.6320332
12.9179284,77.6306235
12.9179063,77.6306235
12.9179063,77.6306235
12.9180146,77.631966
12.9180377,77.6319884
12.9180009,77.6319101
12.9178822,77.631966
12.9179052,77.6306011
12.9179074,77.6306459
12.9162278,77.6326708
12.9170645,77.6280166
12.9176525,77.6328168
12.9162278,77.6326708
12.9178904,77.6305228
12.9179074,77.6306459
12.9178676,77.6321227
12.9179661,77.6304892
12.9179726,77.6320108
12.9178601,77.631966
12.9178853,77.6306459
12.9180808,77.631966
12.9179273,77.6306011
12.9179157,77.6305899
12.9180367,77.631966
12.918105,77.6320108
12.9179526,77.6306682
12.9179747,77.6306682
12.917947,77.6306782
12.917947,77.6306782
12.9179642,77.6306794
12.917947,77.6306782
12.9162107,77.6323128
12.9176571,77.6330288
12.9223091,77.6269425
12.9186136,77.6308808
12.9227649,77.6290907
12.9162107,77.6323128
12.9042884,77.6311669
12.9227649,77.6290907
12.9176571,77.6330288
12.9159369,77.6265845
12.9159369,77.6265845
12.9159369,77.6265845
12.9223091,77.6269425
12.9543307,77.5438496
12.9543307,77.5438496
12.9543307,77.5438496
12.9180146,77.631966
12.9179526,77.6306682
12.9179736,77.6306459
12.917962,77.6306347
12.9179642,77.6306794
12.9180189,77.6320555
12.9179294,77.6306459
12.9180977,77.6320891
12.9178906,77.6319938
12.9180609,77.6320108
12.9180829,77.6320108
12.917951,77.6305761
12.9179526,77.6306682
12.917941,77.6306571
12.9180198,77.631843
12.9179747,77.6320555
12.918042,77.6320779
12.917947,77.6306782
12.917947,77.6306782
12.9179085,77.6306682
12.9179863,77.6320667
12.917961,77.6305654
12.9179642,77.6306794
12.918084,77.6320332
12.9179526,77.6306682
12.917947,77.6306782
12.9179957,77.6320332
12.9180262,77.6319772
12.9180189,77.6320555
12.9177783,77.6321003
12.917947,77.6306782
12.9179526,77.6306682
12.9179736,77.6306459
12.9180103,77.6318765
12.9176571,77.6330288
12.9162107,77.6323128
12.9179673,77.6318989
12.9180009,77.6319101
12.9178749,77.6320444
12.9178906,77.6319938
12.9185295,77.6321089
12.9180324,77.6318765
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179305,77.6306682
12.9179526,77.6306682
12.917947,77.6306782
12.917728,77.6310486
12.9180219,77.6318877
12.9179274,77.6319884
12.9180221,77.6321227
12.9179516,77.6320332
12.9181727,77.6314307
12.9179179,77.6306347
12.9179294,77.6306459
12.9180345,77.6319213
12.9179422,77.6320667
12.9179758,77.6320779
12.9180167,77.6320108
12.9177498,77.631966
12.9179526,77.6306682
12.9179537,77.6306906
12.9162107,77.6323128
12.9177865,77.6318094
12.9179989,77.6321003
12.9257542,77.6251524
12.9179074,77.6306459
12.9179537,77.6306906
12.9178906,77.6319938
12.9179737,77.6320332
12.9179747,77.6320555
12.9180673,77.6321451
12.9182711,77.6320697
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.9179526,77.6306682
12.918063,77.6320555
12.9179924,77.6305787
12.91764,77.6326708
12.91764,77.6326708
12.9178904,77.6305228
12.9178904,77.6305228
12.9169852,77.6337449
12.91764,77.6326708
12.91764,77.6326708
